project,file,commit_count,churn,author_count,cc,mi,loc,label
airflow,providers/amazon/tests/unit/amazon/aws/operators/test_emr_modify_cluster.py,0,0,0,0,50.0,58,0
airflow,airflow-core/tests/unit/dags/test_dag_parsing_context.py,0,0,0,0,50.0,32,0
airflow,providers/google/tests/system/google/cloud/translate_speech/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/databricks/src/airflow/providers/databricks/plugins/databricks_workflow.py,0,0,0,0,50.0,431,1
airflow,providers/pinecone/tests/system/pinecone/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/zendesk/src/airflow/providers/zendesk/version_compat.py,0,0,0,0,50.0,28,0
airflow,providers/apache/impala/src/airflow/providers/apache/impala/hooks/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/standard/tests/unit/standard/triggers/test_temporal.py,0,0,0,0,50.0,123,0
airflow,scripts/ci/prek/ts_compile_lint_simple_auth_manager_ui.py,0,0,0,0,50.0,56,0
airflow,scripts/ci/prek/boring_cyborg.py,0,0,0,0,50.0,80,0
airflow,providers/standard/tests/unit/standard/operators/test_trigger_dagrun.py,0,0,0,0,50.0,1109,1
airflow,airflow-ctl/tests/airflow_ctl/ctl/commands/test_pool_command.py,0,0,0,0,50.0,159,0
airflow,providers/facebook/src/airflow/providers/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/mysql/tests/unit/mysql/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/sendgrid/src/airflow/providers/sendgrid/version_compat.py,0,0,0,0,50.0,25,0
airflow,providers/google/src/airflow/providers/google/cloud/triggers/dataproc.py,0,0,0,0,50.0,538,1
airflow,providers/apache/hive/src/airflow/providers/apache/hive/transfers/mssql_to_hive.py,0,0,0,0,50.0,124,1
airflow,airflow-core/src/airflow/migrations/versions/0057_3_0_0_add_new_task_instance_field_scheduled_.py,0,0,0,0,50.0,45,0
airflow,scripts/ci/prek/replace_bad_characters.py,0,0,0,0,50.0,66,0
airflow,providers/google/tests/unit/google/cloud/operators/test_dlp.py,0,0,0,0,50.0,671,0
airflow,airflow-core/src/airflow/api_fastapi/core_api/routes/public/dag_run.py,0,0,0,0,50.0,589,1
airflow,providers/postgres/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,dev/breeze/src/airflow_breeze/utils/virtualenv_utils.py,0,0,0,0,50.0,70,0
airflow,airflow-core/tests/unit/listeners/dag_import_error_listener.py,0,0,0,0,50.0,32,0
airflow,providers/amazon/docs/conf.py,0,0,0,0,50.0,23,0
airflow,providers/google/src/airflow/providers/google/cloud/utils/field_validator.py,0,0,0,0,50.0,410,0
airflow,providers/http/src/airflow/providers/http/notifications/__init__.py,0,0,0,0,50.0,19,0
airflow,airflow-core/tests/unit/models/test_timestamp.py,0,0,0,0,50.0,68,0
airflow,providers/atlassian/jira/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,airflow-core/src/airflow/api_fastapi/core_api/services/public/connections.py,0,0,0,0,50.0,177,1
airflow,providers/telegram/src/airflow/providers/telegram/operators/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/google/src/airflow/providers/google/cloud/hooks/vertex_ai/batch_prediction_job.py,0,0,0,0,50.0,567,1
airflow,providers/dbt/cloud/tests/unit/dbt/cloud/operators/test_dbt.py,0,0,0,0,50.0,796,1
airflow,providers/microsoft/psrp/tests/unit/microsoft/psrp/operators/test_psrp.py,0,0,0,0,50.0,119,0
airflow,shared/observability/src/airflow_shared/observability/metrics/statsd_logger.py,0,0,0,0,50.0,163,0
airflow,providers/google/tests/unit/google/cloud/sensors/test_looker.py,0,0,0,0,50.0,91,0
airflow,providers/apache/hive/src/airflow/providers/apache/hive/transfers/mysql_to_hive.py,0,0,0,0,50.0,160,1
airflow,providers/openlineage/tests/unit/openlineage/operators/test_empty.py,0,0,0,0,50.0,47,0
airflow,airflow-core/tests/unit/serialization/test_dag_serialization.py,0,0,0,0,50.0,3896,1
airflow,providers/amazon/tests/unit/amazon/aws/operators/test_bedrock.py,0,0,0,0,50.0,656,0
airflow,providers/google/src/airflow/providers/google/suite/hooks/calendar.py,0,0,0,0,50.0,185,1
airflow,providers/apache/pig/src/airflow/providers/apache/pig/hooks/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/microsoft/azure/tests/unit/microsoft/azure/operators/test_adls_create.py,0,0,0,0,50.0,42,0
airflow,airflow-core/tests/unit/api_fastapi/core_api/__init__.py,0,0,0,0,50.0,16,0
airflow,dev/breeze/tests/test_run_test_args.py,0,0,0,0,50.0,88,1
airflow,providers/smtp/docs/conf.py,0,0,0,0,50.0,23,0
airflow,helm-tests/tests/helm_tests/other/test_dags_persistent_volume_claim.py,0,0,0,0,50.0,110,0
airflow,task-sdk/tests/task_sdk/definitions/test_deadline.py,0,0,0,0,50.0,130,1
airflow,providers/microsoft/azure/tests/unit/microsoft/azure/operators/test_asb.py,0,0,0,0,50.0,565,0
airflow,providers/influxdb/tests/system/influxdb/example_influxdb_query.py,0,0,0,0,50.0,41,0
airflow,providers/yandex/tests/unit/yandex/utils/test_fields.py,0,0,0,0,50.0,66,0
airflow,airflow-core/src/airflow/timetables/interval.py,0,0,0,0,50.0,196,0
airflow,providers/edge3/tests/conftest.py,0,0,0,0,50.0,18,0
airflow,providers/microsoft/azure/src/airflow/providers/microsoft/azure/secrets/key_vault.py,0,0,0,0,50.0,181,0
airflow,providers/google/src/airflow/providers/google/cloud/hooks/dataplex.py,0,0,0,0,50.0,1805,0
airflow,airflow-core/src/airflow/api_fastapi/core_api/routes/public/dag_sources.py,0,0,0,0,50.0,75,0
airflow,providers/apache/beam/tests/unit/apache/beam/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/oracle/tests/system/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/amazon/tests/unit/amazon/aws/hooks/test_ssm.py,0,0,0,0,50.0,114,0
airflow,providers/amazon/tests/unit/amazon/aws/links/test_glue.py,0,0,0,0,50.0,48,1
airflow,scripts/ci/prek/check_lazy_logging.py,0,0,0,0,50.0,74,0
airflow,providers/git/src/airflow/providers/git/bundles/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/samba/src/airflow/providers/samba/hooks/samba.py,0,0,0,0,50.0,285,1
airflow,airflow-core/src/airflow/migrations/versions/0079_3_1_0_add_url_and_template_params_to_dagbundle_model.py,0,0,0,0,50.0,43,0
airflow,providers/openlineage/tests/unit/openlineage/utils/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/tests/unit/ti_deps/deps/test_trigger_rule_dep.py,0,0,0,0,50.0,1635,0
airflow,providers/mysql/src/airflow/providers/mysql/transfers/trino_to_mysql.py,0,0,0,0,50.0,74,0
airflow,providers/google/src/airflow/providers/google/marketing_platform/sensors/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/postgres/tests/unit/postgres/assets/test_postgres.py,0,0,0,0,50.0,61,0
airflow,providers/apache/beam/tests/system/apache/beam/__init__.py,0,0,0,0,50.0,17,0
airflow,airflow-core/src/airflow/migrations/versions/0063_3_0_0_use_ti_id_as_fk_to_taskreschedule.py,0,0,0,0,50.0,156,0
airflow,providers/amazon/tests/unit/amazon/aws/sensors/test_mwaa.py,0,0,0,0,50.0,117,0
airflow,providers/cloudant/src/airflow/providers/cloudant/hooks/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/microsoft/azure/tests/system/microsoft/azure/example_azure_batch_operator.py,0,0,0,0,50.0,54,0
airflow,providers/ydb/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/apache/livy/src/airflow/providers/apache/livy/sensors/livy.py,0,0,0,0,50.0,65,1
airflow,airflow-core/src/airflow/dag_processing/processor.py,0,0,0,0,50.0,563,1
airflow,dev/breeze/src/airflow_breeze/utils/publish_docs_to_s3.py,0,0,0,0,50.0,326,1
airflow,airflow-core/tests/unit/api_fastapi/execution_api/versions/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/edge3/src/airflow/providers/edge3/cli/edge_command.py,0,0,0,0,50.0,555,1
airflow,providers/sqlite/src/airflow/providers/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/fab/src/airflow/providers/fab/auth_manager/views/user.py,0,0,0,0,50.0,161,0
airflow,providers/docker/src/airflow/providers/docker/version_compat.py,0,0,0,0,50.0,44,1
airflow,providers/arangodb/tests/unit/arangodb/hooks/test_arangodb.py,0,0,0,0,50.0,104,1
airflow,providers/celery/tests/unit/celery/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/docker/tests/unit/docker/hooks/__init__.py,0,0,0,0,50.0,17,0
airflow,task-sdk/src/airflow/sdk/timezone.py,0,0,0,0,50.0,43,0
airflow,providers/sftp/tests/unit/sftp/decorators/sensors/test_sftp.py,0,0,0,0,50.0,94,0
airflow,devel-common/src/tests_common/test_utils/mapping.py,0,0,0,0,50.0,42,0
airflow,providers/google/src/airflow/providers/google/cloud/fs/gcs.py,0,0,0,0,50.0,53,0
airflow,providers/pagerduty/tests/conftest.py,0,0,0,0,50.0,18,0
airflow,devel-common/src/tests_common/test_utils/fake_datetime.py,0,0,0,0,50.0,23,0
airflow,airflow-core/src/airflow/models/__init__.py,0,0,0,0,50.0,163,1
airflow,providers/common/compat/tests/unit/common/compat/openlineage/utils/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/docs/img/diagram_auth_manager_airflow_architecture.py,0,0,0,0,50.0,72,0
airflow,providers/google/tests/system/google/cloud/cloud_run/example_cloud_run.py,0,0,0,0,50.0,307,1
airflow,providers/amazon/tests/unit/amazon/aws/sensors/test_redshift_cluster.py,0,0,0,0,50.0,124,0
airflow,providers/common/sql/tests/unit/common/sql/hooks/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/google/tests/system/google/cloud/datastore/example_datastore_commit.py,0,0,0,0,50.0,152,0
airflow,providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/pod_template_file_examples/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/google/tests/system/google/cloud/bigquery/example_bigquery_dts.py,0,0,0,0,50.0,179,0
airflow,providers/yandex/tests/system/yandex/example_yandexcloud_dataproc_lightweight.py,0,0,0,0,50.0,71,0
airflow,providers/openlineage/src/airflow/providers/openlineage/extractors/__init__.py,0,0,0,0,50.0,23,0
airflow,airflow-core/src/airflow/serialization/decoders.py,0,0,0,0,50.0,107,0
airflow,providers/standard/src/airflow/providers/standard/utils/openlineage.py,0,0,0,0,50.0,154,0
airflow,task-sdk/src/airflow/sdk/execution_time/secrets/__init__.py,0,0,0,0,50.0,25,0
airflow,providers/apache/spark/src/airflow/providers/apache/spark/get_provider_info.py,0,0,0,0,50.0,81,0
airflow,providers/openlineage/tests/unit/openlineage/dags/test_openlineage_execution.py,0,0,0,0,50.0,55,0
airflow,providers/standard/src/airflow/providers/standard/exceptions.py,0,0,0,0,50.0,43,1
airflow,providers/amazon/tests/unit/amazon/aws/executors/batch/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/src/airflow/notifications/__init__.py,0,0,0,0,50.0,25,0
airflow,airflow-core/tests/unit/listeners/empty_listener.py,0,0,0,0,50.0,24,0
airflow,providers/cncf/kubernetes/tests/unit/cncf/kubernetes/test_client.py,0,0,0,0,50.0,87,0
airflow,shared/timezones/tests/timezones/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/tests/unit/dag_processing/test_collection.py,0,0,0,0,50.0,882,1
airflow,providers/google/tests/system/google/cloud/dataflow/example_dataflow_sensors_deferrable.py,0,0,0,0,50.0,169,0
airflow,providers/microsoft/azure/tests/unit/microsoft/azure/hooks/test_msgraph.py,0,0,0,0,50.0,388,1
airflow,providers/teradata/src/airflow/providers/teradata/operators/teradata_compute_cluster.py,0,0,0,0,50.0,441,1
airflow,providers/microsoft/azure/tests/system/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/asana/src/airflow/providers/asana/operators/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/apache/kafka/tests/unit/apache/kafka/triggers/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/google/src/airflow/providers/google/cloud/hooks/datafusion.py,0,0,0,0,50.0,574,0
airflow,providers/google/src/airflow/providers/google/cloud/links/datastore.py,0,0,0,0,50.0,32,0
airflow,providers/sftp/src/airflow/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/grpc/src/airflow/providers/grpc/version_compat.py,0,0,0,0,50.0,28,0
airflow,providers/google/tests/unit/google/cloud/operators/test_speech_to_text.py,0,0,0,0,50.0,83,0
airflow,providers/apache/iceberg/tests/unit/apache/iceberg/hooks/test_iceberg.py,0,0,0,0,50.0,43,0
airflow,airflow-core/tests/unit/dags_with_system_exit/a_system_exit.py,0,0,0,0,50.0,26,0
airflow,airflow-core/tests/unit/models/test_connection.py,0,0,0,0,50.0,372,1
airflow,task-sdk/src/airflow/sdk/definitions/decorators/condition.py,0,0,0,0,50.0,90,1
airflow,airflow-core/tests/unit/api_fastapi/core_api/routes/public/test_backfills.py,0,0,0,0,50.0,817,1
airflow,providers/edge3/src/airflow/providers/edge3/example_dags/integration_test.py,0,0,0,0,50.0,156,0
airflow,devel-common/src/tests_common/test_utils/file_task_handler.py,0,0,0,0,50.0,62,1
airflow,providers/fab/src/airflow/providers/fab/auth_manager/api_fastapi/security.py,0,0,0,0,50.0,27,1
airflow,providers/openlineage/tests/system/openlineage/example_openlineage_schedule_list_multiple_assets_dag.py,0,0,0,0,50.0,44,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/links/ec2.py,0,0,0,0,50.0,37,0
airflow,dev/breeze/src/airflow_breeze/commands/ci_commands.py,0,0,0,0,50.0,680,1
airflow,providers/apache/hdfs/src/airflow/providers/apache/hdfs/version_compat.py,0,0,0,0,50.0,34,0
airflow,providers/apache/iceberg/tests/system/apache/iceberg/example_iceberg.py,0,0,0,0,50.0,45,0
airflow,providers/google/tests/unit/google/cloud/operators/test_stackdriver.py,0,0,0,0,50.0,237,0
airflow,airflow-core/src/airflow/api_fastapi/auth/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/smtp/src/airflow/providers/smtp/notifications/smtp.py,0,0,0,0,50.0,166,1
airflow,airflow-core/src/airflow/example_dags/example_custom_weight.py,0,0,0,0,50.0,48,0
airflow,scripts/ci/prek/check_kubeconform.py,0,0,0,0,50.0,50,0
airflow,airflow-ctl/src/airflowctl/ctl/__init__.py,0,0,0,0,50.0,20,0
airflow,providers/google/tests/system/google/cloud/sql_to_sheets/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/cncf/kubernetes/tests/unit/cncf/kubernetes/operators/test_pod.py,0,0,0,0,50.0,2626,1
airflow,providers/apache/kafka/tests/system/apache/kafka/example_dag_kafka_message_queue_trigger.py,0,0,0,0,50.0,44,0
airflow,providers/snowflake/src/airflow/providers/__init__.py,0,0,0,0,50.0,17,0
airflow,airflow-core/tests/unit/decorators/test_mapped.py,0,0,0,0,50.0,65,0
airflow,providers/neo4j/src/airflow/providers/neo4j/version_compat.py,0,0,0,0,50.0,32,0
airflow,providers/samba/tests/unit/samba/__init__.py,0,0,0,0,50.0,17,0
airflow,docker-tests/tests/docker_tests/command_utils.py,0,0,0,0,50.0,40,0
airflow,providers/segment/tests/unit/segment/hooks/__init__.py,0,0,0,0,50.0,17,0
airflow,dev/breeze/src/airflow_breeze/utils/reinstall.py,0,0,0,0,50.0,97,1
airflow,providers/apache/hive/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,airflow-core/tests/unit/ti_deps/deps/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/apache/drill/tests/system/apache/drill/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/tests/unit/api_fastapi/core_api/routes/public/test_xcom.py,0,0,0,0,50.0,679,1
airflow,providers/amazon/tests/unit/amazon/aws/log/test_s3_task_handler.py,0,0,0,0,50.0,309,1
airflow,providers/dbt/cloud/tests/unit/dbt/cloud/operators/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/tests/unit/dag_processing/bundles/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/jenkins/tests/unit/jenkins/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/apache/pinot/tests/integration/apache/pinot/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/standard/src/airflow/providers/standard/utils/sensor_helper.py,0,0,0,0,50.0,128,1
airflow,providers/yandex/tests/unit/yandex/links/test_yq.py,0,0,0,0,50.0,53,0
airflow,providers/openlineage/tests/system/openlineage/example_openlineage_short_circuit_dag.py,0,0,0,0,50.0,71,0
airflow,providers/amazon/tests/system/amazon/aws/utils/__init__.py,0,0,0,0,50.0,330,1
airflow,airflow-e2e-tests/tests/airflow_e2e_tests/conftest.py,0,0,0,0,50.0,157,0
airflow,airflow-core/src/airflow/migrations/versions/0065_3_0_0_add_new_otel_span_fields.py,0,0,0,0,50.0,62,1
airflow,providers/google/src/airflow/providers/google/cloud/operators/vertex_ai/batch_prediction_job.py,0,0,0,0,50.0,515,0
airflow,airflow-core/src/airflow/config_templates/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/snowflake/src/airflow/providers/snowflake/operators/snowflake.py,0,0,0,0,50.0,471,1
airflow,providers/google/tests/system/google/cloud/dataproc/example_dataproc_batch_deferrable.py,0,0,0,0,50.0,92,0
airflow,providers/http/tests/system/http/__init__.py,0,0,0,0,50.0,16,1
airflow,providers/apache/kylin/tests/unit/apache/kylin/hooks/test_kylin.py,0,0,0,0,50.0,66,0
airflow,providers/exasol/tests/unit/exasol/operators/test_exasol.py,0,0,0,0,50.0,54,0
airflow,providers/apache/cassandra/tests/unit/apache/__init__.py,0,0,0,0,50.0,17,0
airflow,airflow-core/src/airflow/example_dags/example_branch_python_dop_operator_3.py,0,0,0,0,50.0,48,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/executors/aws_lambda/docker/app.py,0,0,0,0,50.0,110,0
airflow,clients/python/test_python_client.py,0,0,0,0,50.0,130,1
airflow,providers/alibaba/tests/unit/alibaba/cloud/log/__init__.py,0,0,0,0,50.0,16,0
airflow,task-sdk/src/airflow/sdk/types.py,0,0,0,0,50.0,121,1
airflow,task-sdk/src/airflow/sdk/definitions/_internal/contextmanager.py,0,0,0,0,50.0,106,0
airflow,airflow-ctl/src/airflowctl/api/datamodels/generated.py,0,0,0,0,50.0,1605,1
airflow,airflow-core/src/airflow/api_fastapi/core_api/datamodels/pools.py,0,0,0,0,50.0,56,1
airflow,dev/breeze/src/airflow_breeze/commands/common_image_options.py,0,0,0,0,50.0,225,1
airflow,providers/amazon/tests/unit/amazon/aws/utils/test_task_log_fetcher.py,0,0,0,0,50.0,126,0
airflow,providers/apache/cassandra/src/airflow/providers/apache/cassandra/sensors/record.py,0,0,0,0,50.0,62,0
airflow,providers/oracle/src/airflow/providers/oracle/hooks/oracle.py,0,0,0,0,50.0,471,1
airflow,scripts/ci/prek/sort_in_the_wild.py,0,0,0,0,50.0,73,0
airflow,providers/presto/src/airflow/providers/presto/__init__.py,0,0,0,0,50.0,34,0
airflow,providers/atlassian/jira/src/airflow/providers/atlassian/jira/operators/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/standard/tests/unit/standard/decorators/test_sensor.py,0,0,0,0,50.0,104,0
airflow,providers/edge3/src/airflow/providers/edge3/worker_api/auth.py,0,0,0,0,50.0,94,0
airflow,providers/amazon/tests/unit/amazon/aws/hooks/test_glue.py,0,0,0,0,50.0,714,1
airflow,providers/keycloak/src/airflow/providers/keycloak/auth_manager/cli/utils.py,0,0,0,0,50.0,62,0
airflow,dev/breeze/src/airflow_breeze/commands/kubernetes_commands.py,0,0,0,0,50.0,1764,1
airflow,providers/atlassian/jira/src/airflow/providers/atlassian/jira/get_provider_info.py,0,0,0,0,50.0,59,0
airflow,providers/standard/src/airflow/providers/standard/decorators/branch_virtualenv.py,0,0,0,0,50.0,47,0
airflow,providers/zendesk/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/http/tests/system/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/google/src/airflow/providers/google/cloud/hooks/bigtable.py,0,0,0,0,50.0,262,0
airflow,providers/apache/pinot/tests/system/apache/pinot/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/microsoft/mssql/docs/conf.py,0,0,0,0,50.0,23,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/transfers/local_to_s3.py,0,0,0,0,50.0,94,0
airflow,providers/amazon/tests/unit/amazon/aws/sensors/test_sagemaker_training.py,0,0,0,0,50.0,107,0
airflow,airflow-core/src/airflow/api_fastapi/core_api/datamodels/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/google/tests/unit/google/firebase/operators/__init__.py,0,0,0,0,50.0,16,0
airflow,airflow-core/tests/unit/utils/test_log_handlers.py,0,0,0,0,50.0,1261,1
airflow,providers/odbc/src/airflow/providers/odbc/get_provider_info.py,0,0,0,0,50.0,39,0
airflow,providers/amazon/tests/unit/amazon/aws/operators/test_cloud_formation.py,0,0,0,0,50.0,149,0
airflow,providers/amazon/tests/unit/amazon/aws/triggers/test_mwaa.py,0,0,0,0,50.0,155,1
airflow,providers/google/src/airflow/providers/google/cloud/operators/spanner.py,0,0,0,0,50.0,547,0
airflow,providers/google/tests/system/google/cloud/dataproc/example_dataproc_hive.py,0,0,0,0,50.0,121,0
airflow,providers/slack/tests/unit/slack/operators/test_slack.py,0,0,0,0,50.0,246,1
airflow,providers/google/tests/unit/google/cloud/hooks/test_cloud_batch.py,0,0,0,0,50.0,287,0
airflow,task-sdk/tests/task_sdk/definitions/test_connection.py,0,0,0,0,50.0,315,1
airflow,airflow-core/src/airflow/example_dags/plugins/decreasing_priority_weight_strategy.py,0,0,0,0,50.0,31,0
airflow,providers/mongo/tests/integration/mongo/sensors/test_mongo.py,0,0,0,0,50.0,64,0
airflow,scripts/ci/prek/lint_helm.py,0,0,0,0,50.0,45,0
airflow,airflow-core/src/airflow/migrations/versions/0053_3_0_0_remove_processor_subdir.py,0,0,0,0,50.0,59,0
airflow,providers/google/tests/system/google/cloud/gcs/example_s3_to_gcs.py,0,0,0,0,50.0,120,0
airflow,providers/openai/tests/unit/openai/operators/test_openai.py,0,0,0,0,50.0,100,0
airflow,providers/apprise/src/airflow/providers/apprise/hooks/apprise.py,0,0,0,0,50.0,164,0
airflow,providers/databricks/src/airflow/providers/databricks/sensors/databricks_partition.py,0,0,0,0,50.0,206,1
airflow,providers/apache/livy/tests/unit/apache/livy/sensors/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/google/tests/unit/google/cloud/hooks/vertex_ai/test_pipeline_job.py,0,0,0,0,50.0,310,0
airflow,providers/standard/tests/unit/standard/operators/test_bash.py,0,0,0,0,50.0,270,0
airflow,scripts/ci/prek/validate_chart_annotations.py,0,0,0,0,50.0,68,0
airflow,providers/microsoft/psrp/src/airflow/providers/microsoft/psrp/get_provider_info.py,0,0,0,0,50.0,51,1
airflow,providers/openlineage/src/airflow/providers/openlineage/utils/sql.py,0,0,0,0,50.0,216,1
airflow,providers/amazon/tests/unit/amazon/aws/triggers/test_kinesis_analytics.py,0,0,0,0,50.0,65,1
airflow,providers/common/compat/tests/unit/common/compat/security/test_permissions.py,0,0,0,0,50.0,20,0
airflow,providers/amazon/tests/unit/amazon/aws/executors/utils/__init__.py,0,0,0,0,50.0,16,0
airflow,devel-common/src/tests_common/test_utils/config.py,0,0,0,0,50.0,86,0
airflow,providers/teradata/src/airflow/providers/teradata/operators/bteq.py,0,0,0,0,50.0,248,1
airflow,scripts/ci/prek/check_shared_distributions_usage.py,0,0,0,0,50.0,404,0
airflow,providers/dingding/tests/conftest.py,0,0,0,0,50.0,18,0
airflow,providers/ssh/src/airflow/__init__.py,0,0,0,0,50.0,17,0
airflow,shared/observability/tests/observability/metrics/test_otel_logger.py,0,0,0,0,50.0,243,0
airflow,scripts/ci/airflow_version_check.py,0,0,0,0,50.0,103,1
airflow,providers/cncf/kubernetes/src/airflow/providers/cncf/kubernetes/resource_convert/env_variable.py,0,0,0,0,50.0,34,0
airflow,providers/google/tests/unit/google/firebase/hooks/test_firestore.py,0,0,0,0,50.0,202,0
airflow,providers/amazon/tests/unit/amazon/aws/hooks/test_opensearch_serverless.py,0,0,0,0,50.0,24,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/triggers/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/amazon/tests/unit/amazon/aws/triggers/test_batch.py,0,0,0,0,50.0,37,0
airflow,providers/neo4j/tests/unit/__init__.py,0,0,0,0,50.0,17,0
airflow,shared/observability/tests/observability/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/amazon/tests/unit/amazon/aws/hooks/test_bedrock.py,0,0,0,0,50.0,37,0
airflow,providers/fab/src/airflow/providers/fab/auth_manager/fab_auth_manager.py,0,0,0,0,50.0,669,1
airflow,providers/amazon/tests/unit/amazon/aws/operators/test_ecs.py,0,0,0,0,50.0,922,1
airflow,providers/google/tests/unit/google/cloud/hooks/test_looker.py,0,0,0,0,50.0,118,0
airflow,providers/presto/tests/unit/presto/hooks/test_presto.py,0,0,0,0,50.0,265,0
airflow,providers/common/messaging/tests/system/common/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/oracle/tests/unit/oracle/transfers/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/http/src/airflow/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/waiters/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/amazon/tests/unit/amazon/aws/triggers/test_ecs.py,0,0,0,0,50.0,81,1
airflow,providers/google/tests/unit/google/cloud/hooks/vertex_ai/test_ray.py,0,0,0,0,50.0,317,1
airflow,providers/git/tests/unit/git/hooks/test_git.py,0,0,0,0,50.0,193,1
airflow,providers/opensearch/src/airflow/providers/opensearch/hooks/opensearch.py,0,0,0,0,50.0,122,0
airflow,providers/amazon/tests/unit/amazon/aws/utils/test_suppress.py,0,0,0,0,50.0,64,0
airflow,providers/cncf/kubernetes/tests/conftest.py,0,0,0,0,50.0,18,0
airflow,airflow-core/src/airflow/cli/commands/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/apache/kafka/src/airflow/providers/apache/kafka/hooks/produce.py,0,0,0,0,50.0,33,0
airflow,providers/microsoft/azure/src/airflow/providers/microsoft/azure/hooks/cosmos.py,0,0,0,0,50.0,366,0
airflow,scripts/in_container/in_container_utils.py,0,0,0,0,50.0,115,1
airflow,providers/odbc/src/airflow/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/transfers/exasol_to_s3.py,0,0,0,0,50.0,101,0
airflow,providers/apache/hive/src/airflow/providers/apache/hive/transfers/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/edge3/tests/unit/edge3/worker_api/routes/test_logs.py,0,0,0,0,50.0,66,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/operators/ecs.py,0,0,0,0,50.0,671,1
airflow,dev/breeze/tests/test_general_utils.py,0,0,0,0,50.0,42,1
airflow,providers/weaviate/tests/system/weaviate/example_weaviate_dynamic_mapping_dag.py,0,0,0,0,50.0,89,1
airflow,task-sdk-integration-tests/dags/test_asset_dag.py,0,0,0,0,50.0,41,0
airflow,providers/amazon/src/airflow/providers/amazon/aws/notifications/sns.py,0,0,0,0,50.0,88,0
airflow,providers/apache/flink/src/airflow/providers/__init__.py,0,0,0,0,50.0,17,0
airflow,providers/amazon/tests/unit/amazon/__init__.py,0,0,0,0,50.0,16,0
airflow,providers/ssh/src/airflow/providers/ssh/operators/ssh.py,0,0,0,0,50.0,175,0
airflow,airflow-core/tests/unit/api_fastapi/core_api/routes/ui/test_calendar.py,0,0,0,0,50.0,167,0
airflow,airflow-core/tests/unit/ti_deps/deps/test_mapped_task_upstream_dep.py,0,0,0,0,50.0,393,1
